No,Nama,Rating,Comments,Links
178,Plain Paris Import Jahit Tepi,1,"Zonk ah,,, bahan kasar,, truss kusut :( Kemahalan dengan harga sangat mahal",https://shopee.co.id/Plain-Paris-Import-Jahit-Tepi-i.5977189.11360352967?sp_atk=aff174aa-70e4-42d9-af53-ec0e28e6aa6d&xptdk=aff174aa-70e4-42d9-af53-ec0e28e6aa6d
179,MIZA - Hazel Plain Hijab Potton Premium,1,"Harga terlalu mahal untuk bahan yang kayak gini Pernah beli di toko sebelah, harga lebih murah tapi kualitas 1 tingkat lebih oke daripada ini. Ini harganya tinggi, tapi kualitas ga sesuai. Nyesel beli disini. Packingnya aja yang bagus, tapi isi produknya mengecewakan (karena harga ga sebanding dengan kualitas)",https://shopee.co.id/MIZA-Hazel-Plain-Hijab-Potton-Premium-i.101707202.2219945401?sp_atk=6482d34c-6e4b-4b22-8d1c-2b5e2037de19&xptdk=6482d34c-6e4b-4b22-8d1c-2b5e2037de19
180,JINISO Earth Tone Pashmina Hijab Basic AURA,1,"Baru hari pertama puasa udah bikin orang kesel mau marah aja, sekelas mall loh ini tapi kualitas jelek banget, ada nodanya plus bahannya bikin gatel sama kasar banget, padahal beli harga normal bukan diskon barang rijek dikasih, ga ikhlas banget kayaknya yang jual, pertama beli sekaligus terakhir, mau retur susah",https://shopee.co.id/JINISO-Earth-Tone-Pashmina-Hijab-Basic-AURA-i.121235261.9789565252?sp_atk=752011fc-0ac2-4ae4-a84d-8098ef70a920&xptdk=752011fc-0ac2-4ae4-a84d-8098ef70a920
181,Pashmina Credenza Silk Premium / Pleated Shawl / Hijab Pashmina Panjang,1,Jelek beli 3 kok yang dateng cuma 2 ga jelas banget rugi.,https://shopee.co.id/Pashmina-Credenza-Silk-Premium-Pleated-Shawl-Hijab-Pashmina-Panjang-i.132505959.16202407241?sp_atk=00629d12-857e-4f7a-a695-84fbff29f76c&xptdk=00629d12-857e-4f7a-a695-84fbff29f76c
182,Square Bella Pollycotton Premium Part 1,1,"Barang jelek warana kusam, tipis, susah dibentuk Pelayanan toko sangat buruk, pesen pagi sekitar jam setengah 10 jam 2, chat toko kalo minta pembatalan karna ingin ubah alamat chat tidak dibalas sama sekali Hal hasil barang datang jelek dan gak bisa direfund",https://shopee.co.id/Square-Bella-Pollycotton-Premium-Part-1-i.121355221.7032024353?sp_atk=8eaac494-d770-4a4b-b5cd-64e50f9709ba&xptdk=8eaac494-d770-4a4b-b5cd-64e50f9709ba
183,Ansania Hijab - Bella Square Polycotton Seri Warna C,1,Kecewa banget kiranya coklat eh ternyata merah,https://shopee.co.id/Ansania-Hijab-Bella-Square-Polycotton-Seri-Warna-C-i.67299902.13901425367?sp_atk=7531a303-ddfb-4bfa-8212-68e6928d9714&xptdk=7531a303-ddfb-4bfa-8212-68e6928d9714
184,Umama Scarf - Kerudung Polos Segi Empat Basic Voal (Seri Warna),1,"Kurang bagus, warnanya ada seperti noda, dan pesan polos terima yang laser cut.",https://shopee.co.id/Umama-Scarf-Kerudung-Polos-Segi-Empat-Basic-Voal-(Seri-Warna)-i.261856745.3452465885?sp_atk=68737c43-2d03-4977-b861-3aed1976f37f&xptdk=68737c43-2d03-4977-b861-3aed1976f37f
185,Diario - Kerudung Segi Empat Sahara Plain Scarf,1,"Parah, pengiriman dari seller lama sekali, kapok beli lagi",https://shopee.co.id/Diario-Kerudung-Segi-Empat-Sahara-Plain-Scarf-i.13447656.6815143204?sp_atk=342e2046-fc6d-427f-9e4c-f513ca5ab7b0&xptdk=342e2046-fc6d-427f-9e4c-f513ca5ab7b0
186,Umama Scarf - Kerudung Polos Segi Empat Glowing Lc,1,"Pengiriman cepat, tapi produk mengecewakan bolong tidak dicek dulu sebelum dikirim",https://shopee.co.id/Umama-Scarf-Kerudung-Polos-Segi-Empat-Glowing-Lc-i.261856745.13923251219?sp_atk=bd77cc95-cff0-42d0-a14e-f74be69e565d&xptdk=bd77cc95-cff0-42d0-a14e-f74be69e565d
187,Ricis by Khayra - Evelyn Square Segi Empat,1,Kurang bagus,https://shopee.co.id/Ricis-by-Khayra-Evelyn-Square-Segi-Empat-i.76656300.6409764956?sp_atk=1a1430be-3999-4516-b9b0-328660cf9e03&xptdk=1a1430be-3999-4516-b9b0-328660cf9e03
188,Kaniya Official - Pashmina Kaos Jersey / Pashmina Jersey,1,"Saya check out 2 jilbab Jersey warna ash brown tapi yang datang cuma 1 biji doang, padahal di resi tertulis 2 buah dan saya udah bayar 53.000 untuk 2 buah. Kecewa sama seller di chat ga respon. Emang kesalahan saya juga tidak ada video unboxing tapi demi Allah isi cuma 1 jilbab aja. Ya udh ikhlasin aja, semoga rezeki kakak nya lancar. Iya kendala mau hari raya idul Fitri pasti pesanan numpuk tapi tolong ditingkatkan kembali ketelitian dalam pesanan.🙏",https://shopee.co.id/Kaniya-Official-Pashmina-Kaos-Jersey-Pashmina-Jersey-i.319209450.23318807453?sp_atk=c6a24132-277d-44e8-9741-245c4b41feb9&xptdk=c6a24132-277d-44e8-9741-245c4b41feb9
189,HARRAMU Jilbab Segiempat Motif Salvia Hijau Voal Paris Premium Hijab Segi 4 Empat Kerudung Square Laser Cut Krudung Terbaru Scarf,1,Kualitas laser cut nya parah sekali cuci langsung rusak padahal pencucian cuma rendem langsung bilas ga dikucek samsek,https://shopee.co.id/HARRAMU-Jilbab-Segiempat-Motif-Salvia-Hijau-Voal-Paris-Premium-Hijab-Segi-4-Empat-Kerudung-Square-Laser-Cut-Krudung-Terbaru-Scarf-Scarves-Scraf-Printing-Scraft-Lasercut-Jelbab-Cantik-Jilbap-Murah-Hijap-Kudung-Terbaru-Kekinian-Scarves-Kudung-Scarft-Murah-i.500736705.20760614178?sp_atk=021e3ae6-0247-4411-b15b-75a4e0b87d31&xptdk=021e3ae6-0247-4411-b15b-75a4e0b87d31
190,ELZATTA KERUDUNG HIJAB JILBAB SEGI EMPAT SEGIEMPAT POLOS KEISHA SADIA ELZATTA,1,Bahannya tipis tidak sesuai dengan harga jadi kesannya kemahalan tapi produk terkesannya murahan,https://shopee.co.id/ELZATTA-KERUDUNG-HIJAB-JILBAB-SEGI-EMPAT-SEGIEMPAT-POLOS-KEISHA-SADIA-ELZATTA-i.133295292.14058076420?sp_atk=8f794edf-c95f-48f7-81bf-279c71e6b0bc&xptdk=8f794edf-c95f-48f7-81bf-279c71e6b0bc
191,HARRAMU Jilbab Segiempat Motif Kana Voal Paris Premium Hijab Segi 4 Empat Kerudung Square Laser Cut Krudung Terbaru Scarf Scarves,1,"kecewa banget, yang datang sangat tidak sesuai dengan gambar. dari motif dan warnanya aja udah jauh banget",https://shopee.co.id/HARRAMU-Jilbab-Segiempat-Motif-Kana-Voal-Paris-Premium-Hijab-Segi-4-Empat-Kerudung-Square-Laser-Cut-Krudung-Terbaru-Scarf-Scarves-Scraf-Printing-Scraft-Lasercut-Jelbab-Cantik-Jilbap-Murah-Hijap-Kudung-Terbaru-Kekinian-Scarves-Kudung-Scarft-Murah-Kekinian-i.500736705.22232169435
192,hijab voal motif (Segiempat Motif Premium) Vol.1,1,parah banget sih ini pertama kali belanja langsung dapt kesan yang super mengecewakan. Dari awal pesan aja dikemasnya lama banget. Pas udh dkirim eh yang dateng cuma 1pcs. Sy coba chat tapi slow respon sekali. Tau2 dikembaliin duitnya eh tapi gak sesuai harga jilbabnya dong haha kapokk,https://shopee.co.id/hijab-voal-motif-(Segiempat-Motif-Premium)-Vol.1-i.201977068.4208740916?sp_atk=48dd8f93-0ed0-4db0-a867-c32da47d3337&xptdk=48dd8f93-0ed0-4db0-a867-c32da47d3337
193,KHIMAR OVAL SAHALA PAYET SWAROSKY MUTIARA/KERUDUNG 2LYR OVAL STANDAR SHALA PAYET SWAROSKY,1,Sangat buruk barang ga sesuai sama yang dipesan. Ga kepake wajib dibuang ditong sampah!,https://shopee.co.id/KHIMAR-OVAL-SAHALA-PAYET-SWAROSKY-MUTIARA-KERUDUNG-2LYR-OVAL-STANDAR-SHALA-PAYET-SWAROSKY-!!!-i.564629096.17207565016?sp_atk=acdd0bef-c6ee-45e6-a776-f74d683dd566&xptdk=acdd0bef-c6ee-45e6-a776-f74d683dd566
194,hijab segiempat VOAL motif lasercut,1,"Sebelumnya emang ga di cek kalo mau packing, ga di liat dulu sampe ada bolong 2 gini",https://shopee.co.id/hijab-segiempat-VOAL-motif-lasercut-i.161394067.19530680747?sp_atk=20d26714-9075-42c6-b38b-eb9ac59eca61&xptdk=20d26714-9075-42c6-b38b-eb9ac59eca61
195,JILBAB SAUDIA RAWIS ANSANIA SEGI EMPAT POLOS,1,"Maaf ya ini tidak bagus seperti yang di komentar orang2 bahan panas"" agak tebal"" dan jahitan tepinya lepas2"" menyesal saya beli 6 disini harusnya coba dlu 1",https://shopee.co.id/JILBAB-SAUDIA-RAWIS-ANSANIA-SEGI-EMPAT-POLOS-i.32487294.1075231693?sp_atk=8933611b-7ba7-4839-b773-aac69a2d0f5c&xptdk=8933611b-7ba7-4839-b773-aac69a2d0f5c
196,"Nafisa Scarf Allura Segiempat Jumbo | Jilbab Segiempat size M, L, XL | Hijab Segiempat Syar'i",1,Jelek... Jelek.... Jelek...,https://shopee.co.id/Nafisa-Scarf-Allura-Segiempat-Jumbo-Jilbab-Segiempat-size-M-L-XL-Hijab-Segiempat-Syar'i-i.35698879.6331361232?sp_atk=406ceabe-25fa-4bcd-b3e4-40c70e4a8ba4&xptdk=406ceabe-25fa-4bcd-b3e4-40c70e4a8ba4
197,hijab bergo Hamidah Jersey/ jilbab bergo Hamidah Jersey premium/ hijab instan Jersey/hijab instan Jersey terbaru(L),1,Size tidak sesuai deskripsi..,https://shopee.co.id/hijab-bergo-Hamidah-Jersey-jilbab-bergo-Hamidah-Jersey-premium-hijab-instan-Jersey-hijab-instan-Jersey-terbaru(L)-i.141804516.13413808043?sp_atk=d5f6c917-ea99-4caa-bb88-72342101ce70&xptdk=d5f6c917-ea99-4caa-bb88-72342101ce70
198,hijab voal motif lc premium terbaru harga grosir dan partai,1,"Barang yg dikirim tidak sesuai pesanan, tidak ada kesempatan untuk ganti motif malah dikirim random dietalase ada, teryata kosong dan ga info ke pembeli supaya pilih motif lain yang disuka",https://shopee.co.id/hijab-voal-motif-lc-premium-terbaru-harga-grosir-dan-partai-i.416641603.9271870175?sp_atk=c2826a3e-e5cb-4034-9be8-a6ac39debcdd&xptdk=c2826a3e-e5cb-4034-9be8-a6ac39debcdd
199,KERUDUNG SEGIEMPAT MOTIF VOAL DEENAY LASERCUT KW TERMURAH DAN TERLARIS HIJAB MOTIF HIJAB SERAGAM SAFA HIJAB,1,Bahannya jelek banget tidak sesuai sama iklannya,https://shopee.co.id/KERUDUNG-SEGIEMPAT-MOTIF-VOAL-DEENAY-LASERCUT-KW-TERMURAH-DAN-TERLARIS-HIJAB-MOTIF-HIJAB-SERAGAM-SAFA-HIJAB-i.134160972.14650062357?sp_atk=7cb22e31-d2c4-4563-be96-c3fafabc5371&xptdk=7cb22e31-d2c4-4563-be96-c3fafabc5371
200,ZM Zaskia Mecca - Sana Army Hijab Kerudung Segi Empat,1,Barang dipesan tgl 3 Mei dengan pengiriman instan. Tgl 4 ternyata gosend disuruh kirim angin sama penjual. Saya hubungi tiap hari susah sekali akhirnya tgl 11 br dibilang barang akan dikirim dengan grab tetap tidak dikirim2 dan ongkir dibayar penjual. Akhirnya saya yang pesan grab dan bayar sendiri. TIDAK AMANAH,https://shopee.co.id/ZM-Zaskia-Mecca-Sana-Army-Hijab-Kerudung-Segi-Empat-i.12654106.3743634732?sp_atk=d8865806-0767-4d2d-a738-7ec7da59a978&xptdk=d8865806-0767-4d2d-a738-7ec7da59a978
